Date,Visitor/Neutral,PTS,Home/Neutral,PTS,WLoc,WTeam,LTeam
Fri Mar 9 2018,Washington Wizards,116,New Orleans Pelicans,97,V,Washington Wizards,New Orleans Pelicans
Fri Mar 9 2018,Golden State Warriors,108,Portland Trail Blazers,125,H,Portland Trail Blazers,Golden State Warriors
Fri Mar 9 2018,Orlando Magic,88,Sacramento Kings,94,H,Sacramento Kings,Orlando Magic
Fri Mar 9 2018,Houston Rockets,105,Toronto Raptors,108,H,Toronto Raptors,Houston Rockets
Sat Mar 10 2018,Phoenix Suns,115,Charlotte Hornets,122,H,Charlotte Hornets,Phoenix Suns
Sat Mar 10 2018,Memphis Grizzlies,80,Dallas Mavericks,114,H,Dallas Mavericks,Memphis Grizzlies
Sat Mar 10 2018,Orlando Magic,105,Los Angeles Clippers,113,H,Los Angeles Clippers,Orlando Magic
Sat Mar 10 2018,Washington Wizards,102,Miami Heat,129,H,Miami Heat,Washington Wizards
Sat Mar 10 2018,San Antonio Spurs,94,Oklahoma City Thunder,104,H,Oklahoma City Thunder,San Antonio Spurs
Sun Mar 11 2018,Chicago Bulls,129,Atlanta Hawks,122,V,Chicago Bulls,Atlanta Hawks
Sun Mar 11 2018,Indiana Pacers,99,Boston Celtics,97,V,Indiana Pacers,Boston Celtics
Sun Mar 11 2018,Philadelphia 76ers,120,Brooklyn Nets,97,V,Philadelphia 76ers,Brooklyn Nets
Sun Mar 11 2018,Houston Rockets,105,Dallas Mavericks,82,V,Houston Rockets,Dallas Mavericks
Sun Mar 11 2018,Sacramento Kings,104,Denver Nuggets,130,H,Denver Nuggets,Sacramento Kings
Sun Mar 11 2018,Cleveland Cavaliers,113,Los Angeles Lakers,127,H,Los Angeles Lakers,Cleveland Cavaliers
Sun Mar 11 2018,Golden State Warriors,103,Minnesota Timberwolves,109,H,Minnesota Timberwolves,Golden State Warriors
Sun Mar 11 2018,Utah Jazz,116,New Orleans Pelicans,99,V,Utah Jazz,New Orleans Pelicans
Sun Mar 11 2018,Toronto Raptors,132,New York Knicks,106,V,Toronto Raptors,New York Knicks
Mon Mar 12 2018,San Antonio Spurs,93,Houston Rockets,109,H,Houston Rockets,San Antonio Spurs
Mon Mar 12 2018,Milwaukee Bucks,121,Memphis Grizzlies,103,V,Milwaukee Bucks,Memphis Grizzlies
Mon Mar 12 2018,Sacramento Kings,101,Oklahoma City Thunder,106,H,Oklahoma City Thunder,Sacramento Kings
Mon Mar 12 2018,Miami Heat,99,Portland Trail Blazers,115,H,Portland Trail Blazers,Miami Heat
Tue Mar 13 2018,Oklahoma City Thunder,119,Atlanta Hawks,107,V,Oklahoma City Thunder,Atlanta Hawks
Tue Mar 13 2018,Toronto Raptors,116,Brooklyn Nets,102,V,Toronto Raptors,Brooklyn Nets
Tue Mar 13 2018,Los Angeles Clippers,112,Chicago Bulls,106,V,Los Angeles Clippers,Chicago Bulls
Tue Mar 13 2018,Denver Nuggets,103,Los Angeles Lakers,112,H,Los Angeles Lakers,Denver Nuggets
Tue Mar 13 2018,Charlotte Hornets,115,New Orleans Pelicans,119,H,New Orleans Pelicans,Charlotte Hornets
Tue Mar 13 2018,Dallas Mavericks,110,New York Knicks,97,V,Dallas Mavericks,New York Knicks
Tue Mar 13 2018,Indiana Pacers,101,Philadelphia 76ers,98,V,Indiana Pacers,Philadelphia 76ers
Tue Mar 13 2018,Cleveland Cavaliers,129,Phoenix Suns,107,V,Cleveland Cavaliers,Phoenix Suns
Tue Mar 13 2018,Orlando Magic,72,San Antonio Spurs,108,H,San Antonio Spurs,Orlando Magic
Tue Mar 13 2018,Detroit Pistons,79,Utah Jazz,110,H,Utah Jazz,Detroit Pistons
Tue Mar 13 2018,Minnesota Timberwolves,116,Washington Wizards,111,V,Minnesota Timberwolves,Washington Wizards
Wed Mar 14 2018,Washington Wizards,125,Boston Celtics,124,V,Washington Wizards,Boston Celtics
Wed Mar 14 2018,Los Angeles Lakers,106,Golden State Warriors,117,H,Golden State Warriors,Los Angeles Lakers
Wed Mar 14 2018,Milwaukee Bucks,117,Orlando Magic,126,H,Orlando Magic,Milwaukee Bucks
Wed Mar 14 2018,Miami Heat,119,Sacramento Kings,123,H,Sacramento Kings,Miami Heat
Thu Mar 15 2018,Charlotte Hornets,129,Atlanta Hawks,117,V,Charlotte Hornets,Atlanta Hawks
Thu Mar 15 2018,Detroit Pistons,113,Denver Nuggets,120,H,Denver Nuggets,Detroit Pistons
Thu Mar 15 2018,Los Angeles Clippers,96,Houston Rockets,101,H,Houston Rockets,Los Angeles Clippers
Thu Mar 15 2018,Toronto Raptors,106,Indiana Pacers,99,V,Toronto Raptors,Indiana Pacers
Thu Mar 15 2018,Chicago Bulls,111,Memphis Grizzlies,110,V,Chicago Bulls,Memphis Grizzlies
Thu Mar 15 2018,Philadelphia 76ers,118,New York Knicks,110,V,Philadelphia 76ers,New York Knicks
Thu Mar 15 2018,Cleveland Cavaliers,105,Portland Trail Blazers,113,H,Portland Trail Blazers,Cleveland Cavaliers
Thu Mar 15 2018,New Orleans Pelicans,93,San Antonio Spurs,98,H,San Antonio Spurs,New Orleans Pelicans
Thu Mar 15 2018,Phoenix Suns,88,Utah Jazz,116,H,Utah Jazz,Phoenix Suns
Fri Mar 16 2018,Sacramento Kings,98,Golden State Warriors,93,V,Sacramento Kings,Golden State Warriors
Fri Mar 16 2018,Miami Heat,92,Los Angeles Lakers,91,V,Miami Heat,Los Angeles Lakers
Fri Mar 16 2018,Los Angeles Clippers,113,Oklahoma City Thunder,121,H,Oklahoma City Thunder,Los Angeles Clippers
Fri Mar 16 2018,Boston Celtics,92,Orlando Magic,83,V,Boston Celtics,Orlando Magic
Fri Mar 16 2018,Brooklyn Nets,116,Philadelphia 76ers,120,H,Philadelphia 76ers,Brooklyn Nets
Fri Mar 16 2018,Dallas Mavericks,115,Toronto Raptors,122,H,Toronto Raptors,Dallas Mavericks
Sat Mar 17 2018,Dallas Mavericks,106,Brooklyn Nets,114,H,Brooklyn Nets,Dallas Mavericks
Sat Mar 17 2018,Cleveland Cavaliers,114,Chicago Bulls,109,V,Cleveland Cavaliers,Chicago Bulls
Sat Mar 17 2018,Denver Nuggets,94,Memphis Grizzlies,101,H,Memphis Grizzlies,Denver Nuggets
Sat Mar 17 2018,Atlanta Hawks,117,Milwaukee Bucks,122,H,Milwaukee Bucks,Atlanta Hawks
Sat Mar 17 2018,Houston Rockets,107,New Orleans Pelicans,101,V,Houston Rockets,New Orleans Pelicans
Sat Mar 17 2018,Charlotte Hornets,101,New York Knicks,124,H,New York Knicks,Charlotte Hornets
Sat Mar 17 2018,Golden State Warriors,124,Phoenix Suns,109,V,Golden State Warriors,Phoenix Suns
Sat Mar 17 2018,Detroit Pistons,87,Portland Trail Blazers,100,H,Portland Trail Blazers,Detroit Pistons
Sat Mar 17 2018,Minnesota Timberwolves,101,San Antonio Spurs,117,H,San Antonio Spurs,Minnesota Timberwolves
Sat Mar 17 2018,Sacramento Kings,97,Utah Jazz,103,H,Utah Jazz,Sacramento Kings
Sat Mar 17 2018,Indiana Pacers,102,Washington Wizards,109,H,Washington Wizards,Indiana Pacers
Sun Mar 18 2018,Portland Trail Blazers,122,Los Angeles Clippers,109,V,Portland Trail Blazers,Los Angeles Clippers
Sun Mar 18 2018,Houston Rockets,129,Minnesota Timberwolves,120,V,Houston Rockets,Minnesota Timberwolves
Sun Mar 18 2018,Boston Celtics,89,New Orleans Pelicans,108,H,New Orleans Pelicans,Boston Celtics
Sun Mar 18 2018,Oklahoma City Thunder,132,Toronto Raptors,125,V,Oklahoma City Thunder,Toronto Raptors
Mon Mar 19 2018,Memphis Grizzlies,115,Brooklyn Nets,118,H,Brooklyn Nets,Memphis Grizzlies
Mon Mar 19 2018,Milwaukee Bucks,117,Cleveland Cavaliers,124,H,Cleveland Cavaliers,Milwaukee Bucks
Mon Mar 19 2018,Los Angeles Lakers,100,Indiana Pacers,110,H,Indiana Pacers,Los Angeles Lakers
Mon Mar 19 2018,Denver Nuggets,141,Miami Heat,149,H,Miami Heat,Denver Nuggets
Mon Mar 19 2018,Chicago Bulls,92,New York Knicks,110,H,New York Knicks,Chicago Bulls
Mon Mar 19 2018,Charlotte Hornets,94,Philadelphia 76ers,108,H,Philadelphia 76ers,Charlotte Hornets
Mon Mar 19 2018,Detroit Pistons,106,Sacramento Kings,90,V,Detroit Pistons,Sacramento Kings
Mon Mar 19 2018,Golden State Warriors,75,San Antonio Spurs,89,H,San Antonio Spurs,Golden State Warriors
Tue Mar 20 2018,Oklahoma City Thunder,99,Boston Celtics,100,H,Boston Celtics,Oklahoma City Thunder
Tue Mar 20 2018,Los Angeles Clippers,109,Minnesota Timberwolves,123,H,Minnesota Timberwolves,Los Angeles Clippers
Tue Mar 20 2018,Dallas Mavericks,105,New Orleans Pelicans,115,H,New Orleans Pelicans,Dallas Mavericks
Tue Mar 20 2018,Toronto Raptors,93,Orlando Magic,86,V,Toronto Raptors,Orlando Magic
Tue Mar 20 2018,Detroit Pistons,115,Phoenix Suns,88,V,Detroit Pistons,Phoenix Suns
Tue Mar 20 2018,Houston Rockets,115,Portland Trail Blazers,111,V,Houston Rockets,Portland Trail Blazers
Tue Mar 20 2018,Atlanta Hawks,99,Utah Jazz,94,V,Atlanta Hawks,Utah Jazz
Wed Mar 21 2018,Charlotte Hornets,111,Brooklyn Nets,105,V,Charlotte Hornets,Brooklyn Nets
Wed Mar 21 2018,Denver Nuggets,135,Chicago Bulls,102,V,Denver Nuggets,Chicago Bulls
Wed Mar 21 2018,Toronto Raptors,129,Cleveland Cavaliers,132,H,Cleveland Cavaliers,Toronto Raptors
Wed Mar 21 2018,New York Knicks,98,Miami Heat,119,H,Miami Heat,New York Knicks
Wed Mar 21 2018,Los Angeles Clippers,127,Milwaukee Bucks,120,V,Los Angeles Clippers,Milwaukee Bucks
Wed Mar 21 2018,Indiana Pacers,92,New Orleans Pelicans,96,H,New Orleans Pelicans,Indiana Pacers
Wed Mar 21 2018,Memphis Grizzlies,105,Philadelphia 76ers,119,H,Philadelphia 76ers,Memphis Grizzlies
Wed Mar 21 2018,Washington Wizards,90,San Antonio Spurs,98,H,San Antonio Spurs,Washington Wizards
Thu Mar 22 2018,Memphis Grizzlies,79,Charlotte Hornets,140,H,Charlotte Hornets,Memphis Grizzlies
Thu Mar 22 2018,Utah Jazz,119,Dallas Mavericks,112,V,Utah Jazz,Dallas Mavericks
Thu Mar 22 2018,Detroit Pistons,96,Houston Rockets,100,H,Houston Rockets,Detroit Pistons
Thu Mar 22 2018,Los Angeles Lakers,125,New Orleans Pelicans,128,H,New Orleans Pelicans,Los Angeles Lakers
Thu Mar 22 2018,Philadelphia 76ers,118,Orlando Magic,98,V,Philadelphia 76ers,Orlando Magic
Thu Mar 22 2018,Atlanta Hawks,90,Sacramento Kings,105,H,Sacramento Kings,Atlanta Hawks
Fri Mar 23 2018,Milwaukee Bucks,118,Chicago Bulls,105,V,Milwaukee Bucks,Chicago Bulls
Fri Mar 23 2018,Phoenix Suns,95,Cleveland Cavaliers,120,H,Cleveland Cavaliers,Phoenix Suns
Fri Mar 23 2018,Atlanta Hawks,94,Golden State Warriors,106,H,Golden State Warriors,Atlanta Hawks
Fri Mar 23 2018,Los Angeles Clippers,104,Indiana Pacers,109,H,Indiana Pacers,Los Angeles Clippers
Fri Mar 23 2018,Minnesota Timberwolves,108,New York Knicks,104,V,Minnesota Timberwolves,New York Knicks
Fri Mar 23 2018,Miami Heat,99,Oklahoma City Thunder,105,H,Oklahoma City Thunder,Miami Heat
Fri Mar 23 2018,Boston Celtics,105,Portland Trail Blazers,100,V,Boston Celtics,Portland Trail Blazers
Fri Mar 23 2018,Utah Jazz,120,San Antonio Spurs,124,H,San Antonio Spurs,Utah Jazz
Fri Mar 23 2018,Brooklyn Nets,112,Toronto Raptors,116,H,Toronto Raptors,Brooklyn Nets
Fri Mar 23 2018,Denver Nuggets,108,Washington Wizards,100,V,Denver Nuggets,Washington Wizards
Sat Mar 24 2018,Charlotte Hornets,102,Dallas Mavericks,98,V,Charlotte Hornets,Dallas Mavericks
Sat Mar 24 2018,Chicago Bulls,95,Detroit Pistons,117,H,Detroit Pistons,Chicago Bulls
Sat Mar 24 2018,New Orleans Pelicans,91,Houston Rockets,114,H,Houston Rockets,New Orleans Pelicans
Sat Mar 24 2018,Los Angeles Lakers,100,Memphis Grizzlies,93,V,Los Angeles Lakers,Memphis Grizzlies
Sat Mar 24 2018,Phoenix Suns,99,Orlando Magic,105,H,Orlando Magic,Phoenix Suns
Sat Mar 24 2018,Minnesota Timberwolves,108,Philadelphia 76ers,120,H,Philadelphia 76ers,Minnesota Timberwolves
Sun Mar 25 2018,Cleveland Cavaliers,121,Brooklyn Nets,114,V,Cleveland Cavaliers,Brooklyn Nets
Sun Mar 25 2018,Utah Jazz,110,Golden State Warriors,91,V,Utah Jazz,Golden State Warriors
Sun Mar 25 2018,Atlanta Hawks,99,Houston Rockets,118,H,Houston Rockets,Atlanta Hawks
Sun Mar 25 2018,Miami Heat,107,Indiana Pacers,113,H,Indiana Pacers,Miami Heat
Sun Mar 25 2018,San Antonio Spurs,103,Milwaukee Bucks,106,H,Milwaukee Bucks,San Antonio Spurs
Sun Mar 25 2018,Portland Trail Blazers,108,Oklahoma City Thunder,105,V,Portland Trail Blazers,Oklahoma City Thunder
Sun Mar 25 2018,Boston Celtics,104,Sacramento Kings,93,V,Boston Celtics,Sacramento Kings
Sun Mar 25 2018,Los Angeles Clippers,117,Toronto Raptors,106,V,Los Angeles Clippers,Toronto Raptors
Sun Mar 25 2018,New York Knicks,101,Washington Wizards,97,V,New York Knicks,Washington Wizards
Mon Mar 26 2018,New York Knicks,128,Charlotte Hornets,137,H,Charlotte Hornets,New York Knicks
Mon Mar 26 2018,Los Angeles Lakers,106,Detroit Pistons,112,H,Detroit Pistons,Los Angeles Lakers
Mon Mar 26 2018,Memphis Grizzlies,101,Minnesota Timberwolves,93,V,Memphis Grizzlies,Minnesota Timberwolves
Mon Mar 26 2018,Denver Nuggets,104,Philadelphia 76ers,123,H,Philadelphia 76ers,Denver Nuggets
Mon Mar 26 2018,Boston Celtics,102,Phoenix Suns,94,V,Boston Celtics,Phoenix Suns
Tue Mar 27 2018,Indiana Pacers,92,Golden State Warriors,81,V,Indiana Pacers,Golden State Warriors
Tue Mar 27 2018,Chicago Bulls,86,Houston Rockets,118,H,Houston Rockets,Chicago Bulls
Tue Mar 27 2018,Milwaukee Bucks,98,Los Angeles Clippers,105,H,Los Angeles Clippers,Milwaukee Bucks
Tue Mar 27 2018,Cleveland Cavaliers,79,Miami Heat,98,H,Miami Heat,Cleveland Cavaliers
Tue Mar 27 2018,Portland Trail Blazers,107,New Orleans Pelicans,103,V,Portland Trail Blazers,New Orleans Pelicans
Tue Mar 27 2018,Dallas Mavericks,103,Sacramento Kings,97,V,Dallas Mavericks,Sacramento Kings
Tue Mar 27 2018,Denver Nuggets,110,Toronto Raptors,114,H,Toronto Raptors,Denver Nuggets
Tue Mar 27 2018,San Antonio Spurs,106,Washington Wizards,116,H,Washington Wizards,San Antonio Spurs
Wed Mar 28 2018,Cleveland Cavaliers,118,Charlotte Hornets,105,V,Cleveland Cavaliers,Charlotte Hornets
Wed Mar 28 2018,Dallas Mavericks,93,Los Angeles Lakers,103,H,Los Angeles Lakers,Dallas Mavericks
Wed Mar 28 2018,Portland Trail Blazers,103,Memphis Grizzlies,108,H,Memphis Grizzlies,Portland Trail Blazers
Wed Mar 28 2018,Atlanta Hawks,114,Minnesota Timberwolves,126,H,Minnesota Timberwolves,Atlanta Hawks
Wed Mar 28 2018,Brooklyn Nets,111,Orlando Magic,104,V,Brooklyn Nets,Orlando Magic
Wed Mar 28 2018,New York Knicks,101,Philadelphia 76ers,118,H,Philadelphia 76ers,New York Knicks
Wed Mar 28 2018,Los Angeles Clippers,111,Phoenix Suns,99,V,Los Angeles Clippers,Phoenix Suns
Wed Mar 28 2018,Boston Celtics,97,Utah Jazz,94,V,Boston Celtics,Utah Jazz
Thu Mar 29 2018,Washington Wizards,92,Detroit Pistons,103,H,Detroit Pistons,Washington Wizards
Thu Mar 29 2018,Milwaukee Bucks,116,Golden State Warriors,107,V,Milwaukee Bucks,Golden State Warriors
Thu Mar 29 2018,Chicago Bulls,92,Miami Heat,103,H,Miami Heat,Chicago Bulls
Thu Mar 29 2018,Indiana Pacers,106,Sacramento Kings,103,V,Indiana Pacers,Sacramento Kings
Thu Mar 29 2018,Oklahoma City Thunder,99,San Antonio Spurs,103,H,San Antonio Spurs,Oklahoma City Thunder
Fri Mar 30 2018,Philadelphia 76ers,101,Atlanta Hawks,91,V,Philadelphia 76ers,Atlanta Hawks
Fri Mar 30 2018,New Orleans Pelicans,102,Cleveland Cavaliers,107,H,Cleveland Cavaliers,New Orleans Pelicans
Fri Mar 30 2018,Minnesota Timberwolves,93,Dallas Mavericks,92,V,Minnesota Timberwolves,Dallas Mavericks
Fri Mar 30 2018,Phoenix Suns,103,Houston Rockets,104,H,Houston Rockets,Phoenix Suns
Fri Mar 30 2018,Milwaukee Bucks,124,Los Angeles Lakers,122,V,Milwaukee Bucks,Los Angeles Lakers
Fri Mar 30 2018,Denver Nuggets,126,Oklahoma City Thunder,125,V,Denver Nuggets,Oklahoma City Thunder
Fri Mar 30 2018,Chicago Bulls,90,Orlando Magic,82,V,Chicago Bulls,Orlando Magic
Fri Mar 30 2018,Los Angeles Clippers,96,Portland Trail Blazers,105,H,Portland Trail Blazers,Los Angeles Clippers
Fri Mar 30 2018,Memphis Grizzlies,97,Utah Jazz,107,H,Utah Jazz,Memphis Grizzlies
Sat Mar 31 2018,Toronto Raptors,99,Boston Celtics,110,H,Boston Celtics,Toronto Raptors
Sat Mar 31 2018,Brooklyn Nets,110,Miami Heat,109,V,Brooklyn Nets,Miami Heat
Sat Mar 31 2018,Detroit Pistons,115,New York Knicks,109,V,Detroit Pistons,New York Knicks
Sat Mar 31 2018,Golden State Warriors,112,Sacramento Kings,96,V,Golden State Warriors,Sacramento Kings
Sat Mar 31 2018,Charlotte Hornets,93,Washington Wizards,107,H,Washington Wizards,Charlotte Hornets
Sun Apr 1 2018,Orlando Magic,88,Atlanta Hawks,94,H,Atlanta Hawks,Orlando Magic
Sun Apr 1 2018,Detroit Pistons,108,Brooklyn Nets,96,V,Detroit Pistons,Brooklyn Nets
Sun Apr 1 2018,Washington Wizards,94,Chicago Bulls,113,H,Chicago Bulls,Washington Wizards
Sun Apr 1 2018,Philadelphia 76ers,119,Charlotte Hornets,102,V,Philadelphia 76ers,Charlotte Hornets
Sun Apr 1 2018,Dallas Mavericks,87,Cleveland Cavaliers,98,H,Cleveland Cavaliers,Dallas Mavericks
Sun Apr 1 2018,Milwaukee Bucks,125,Denver Nuggets,128,H,Denver Nuggets,Milwaukee Bucks
Sun Apr 1 2018,Phoenix Suns,107,Golden State Warriors,117,H,Golden State Warriors,Phoenix Suns
Sun Apr 1 2018,Indiana Pacers,111,Los Angeles Clippers,104,V,Indiana Pacers,Los Angeles Clippers
Sun Apr 1 2018,Sacramento Kings,84,Los Angeles Lakers,83,V,Sacramento Kings,Los Angeles Lakers
Sun Apr 1 2018,Utah Jazz,121,Minnesota Timberwolves,97,V,Utah Jazz,Minnesota Timberwolves
Sun Apr 1 2018,Oklahoma City Thunder,109,New Orleans Pelicans,104,V,Oklahoma City Thunder,New Orleans Pelicans
Sun Apr 1 2018,Memphis Grizzlies,98,Portland Trail Blazers,113,H,Portland Trail Blazers,Memphis Grizzlies
Sun Apr 1 2018,Houston Rockets,83,San Antonio Spurs,100,H,San Antonio Spurs,Houston Rockets
Tue Apr 3 2018,Charlotte Hornets,114,Chicago Bulls,120,H,Chicago Bulls,Charlotte Hornets
Tue Apr 3 2018,Toronto Raptors,106,Cleveland Cavaliers,112,H,Cleveland Cavaliers,Toronto Raptors
Tue Apr 3 2018,Portland Trail Blazers,109,Dallas Mavericks,115,H,Dallas Mavericks,Portland Trail Blazers
Tue Apr 3 2018,Indiana Pacers,104,Denver Nuggets,107,H,Denver Nuggets,Indiana Pacers
Tue Apr 3 2018,Washington Wizards,104,Houston Rockets,120,H,Houston Rockets,Washington Wizards
Tue Apr 3 2018,San Antonio Spurs,110,Los Angeles Clippers,113,H,Los Angeles Clippers,San Antonio Spurs
Tue Apr 3 2018,Atlanta Hawks,98,Miami Heat,101,H,Miami Heat,Atlanta Hawks
Tue Apr 3 2018,Boston Celtics,102,Milwaukee Bucks,106,H,Milwaukee Bucks,Boston Celtics
Tue Apr 3 2018,Orlando Magic,97,New York Knicks,73,V,Orlando Magic,New York Knicks
Tue Apr 3 2018,Golden State Warriors,111,Oklahoma City Thunder,107,V,Golden State Warriors,Oklahoma City Thunder
Tue Apr 3 2018,Brooklyn Nets,95,Philadelphia 76ers,121,H,Philadelphia 76ers,Brooklyn Nets
Tue Apr 3 2018,Sacramento Kings,94,Phoenix Suns,97,H,Phoenix Suns,Sacramento Kings
Tue Apr 3 2018,Los Angeles Lakers,110,Utah Jazz,117,H,Utah Jazz,Los Angeles Lakers
Wed Apr 4 2018,Miami Heat,115,Atlanta Hawks,86,V,Miami Heat,Atlanta Hawks
Wed Apr 4 2018,Philadelphia 76ers,115,Detroit Pistons,108,V,Philadelphia 76ers,Detroit Pistons
Wed Apr 4 2018,San Antonio Spurs,112,Los Angeles Lakers,122,H,Los Angeles Lakers,San Antonio Spurs
Wed Apr 4 2018,Memphis Grizzlies,95,New Orleans Pelicans,123,H,New Orleans Pelicans,Memphis Grizzlies
Wed Apr 4 2018,Dallas Mavericks,100,Orlando Magic,105,H,Orlando Magic,Dallas Mavericks
Wed Apr 4 2018,Boston Celtics,78,Toronto Raptors,96,H,Toronto Raptors,Boston Celtics
Thu Apr 5 2018,Washington Wizards,115,Cleveland Cavaliers,119,H,Cleveland Cavaliers,Washington Wizards
Thu Apr 5 2018,Minnesota Timberwolves,96,Denver Nuggets,100,H,Denver Nuggets,Minnesota Timberwolves
Thu Apr 5 2018,Portland Trail Blazers,94,Houston Rockets,96,H,Houston Rockets,Portland Trail Blazers
Thu Apr 5 2018,Golden State Warriors,106,Indiana Pacers,126,H,Indiana Pacers,Golden State Warriors
Thu Apr 5 2018,Brooklyn Nets,119,Milwaukee Bucks,111,V,Brooklyn Nets,Milwaukee Bucks
Thu Apr 5 2018,Los Angeles Clippers,95,Utah Jazz,117,H,Utah Jazz,Los Angeles Clippers
Fri Apr 6 2018,Chicago Bulls,104,Boston Celtics,111,H,Boston Celtics,Chicago Bulls
Fri Apr 6 2018,Dallas Mavericks,106,Detroit Pistons,113,H,Detroit Pistons,Dallas Mavericks
Fri Apr 6 2018,Minnesota Timberwolves,113,Los Angeles Lakers,96,V,Minnesota Timberwolves,Los Angeles Lakers
Fri Apr 6 2018,Sacramento Kings,94,Memphis Grizzlies,93,V,Sacramento Kings,Memphis Grizzlies
Fri Apr 6 2018,Miami Heat,98,New York Knicks,122,H,New York Knicks,Miami Heat
Fri Apr 6 2018,Charlotte Hornets,137,Orlando Magic,100,V,Charlotte Hornets,Orlando Magic
Fri Apr 6 2018,Cleveland Cavaliers,130,Philadelphia 76ers,132,H,Philadelphia 76ers,Cleveland Cavaliers
Fri Apr 6 2018,New Orleans Pelicans,122,Phoenix Suns,103,V,New Orleans Pelicans,Phoenix Suns
Fri Apr 6 2018,Indiana Pacers,73,Toronto Raptors,92,H,Toronto Raptors,Indiana Pacers
Fri Apr 6 2018,Atlanta Hawks,103,Washington Wizards,97,V,Atlanta Hawks,Washington Wizards
Sat Apr 7 2018,Brooklyn Nets,124,Chicago Bulls,96,V,Brooklyn Nets,Chicago Bulls
Sat Apr 7 2018,New Orleans Pelicans,126,Golden State Warriors,120,V,New Orleans Pelicans,Golden State Warriors
Sat Apr 7 2018,Oklahoma City Thunder,108,Houston Rockets,102,V,Oklahoma City Thunder,Houston Rockets
Sat Apr 7 2018,Denver Nuggets,134,Los Angeles Clippers,115,V,Denver Nuggets,Los Angeles Clippers
Sat Apr 7 2018,Milwaukee Bucks,115,New York Knicks,102,V,Milwaukee Bucks,New York Knicks
Sat Apr 7 2018,Portland Trail Blazers,105,San Antonio Spurs,116,H,San Antonio Spurs,Portland Trail Blazers
Sun Apr 8 2018,Atlanta Hawks,112,Boston Celtics,106,V,Atlanta Hawks,Boston Celtics
Sun Apr 8 2018,Indiana Pacers,123,Charlotte Hornets,117,V,Indiana Pacers,Charlotte Hornets
Sun Apr 8 2018,Utah Jazz,112,Los Angeles Lakers,97,V,Utah Jazz,Los Angeles Lakers
Sun Apr 8 2018,Detroit Pistons,117,Memphis Grizzlies,130,H,Memphis Grizzlies,Detroit Pistons
Sun Apr 8 2018,Dallas Mavericks,97,Philadelphia 76ers,109,H,Philadelphia 76ers,Dallas Mavericks
Sun Apr 8 2018,Golden State Warriors,117,Phoenix Suns,100,V,Golden State Warriors,Phoenix Suns
Sun Apr 8 2018,Orlando Magic,101,Toronto Raptors,112,H,Toronto Raptors,Orlando Magic
Mon Apr 9 2018,Chicago Bulls,105,Brooklyn Nets,114,H,Brooklyn Nets,Chicago Bulls
Mon Apr 9 2018,Portland Trail Blazers,82,Denver Nuggets,88,H,Denver Nuggets,Portland Trail Blazers
Mon Apr 9 2018,Toronto Raptors,108,Detroit Pistons,98,V,Toronto Raptors,Detroit Pistons
Mon Apr 9 2018,New Orleans Pelicans,113,Los Angeles Clippers,100,V,New Orleans Pelicans,Los Angeles Clippers
Mon Apr 9 2018,Oklahoma City Thunder,115,Miami Heat,93,V,Oklahoma City Thunder,Miami Heat
Mon Apr 9 2018,Orlando Magic,86,Milwaukee Bucks,102,H,Milwaukee Bucks,Orlando Magic
Mon Apr 9 2018,Memphis Grizzlies,94,Minnesota Timberwolves,113,H,Minnesota Timberwolves,Memphis Grizzlies
Mon Apr 9 2018,Cleveland Cavaliers,123,New York Knicks,109,V,Cleveland Cavaliers,New York Knicks
Mon Apr 9 2018,Sacramento Kings,85,San Antonio Spurs,98,H,San Antonio Spurs,Sacramento Kings
Tue Apr 10 2018,Philadelphia 76ers,121,Atlanta Hawks,113,V,Philadelphia 76ers,Atlanta Hawks
Tue Apr 10 2018,Phoenix Suns,124,Dallas Mavericks,97,V,Phoenix Suns,Dallas Mavericks
Tue Apr 10 2018,Charlotte Hornets,119,Indiana Pacers,93,V,Charlotte Hornets,Indiana Pacers
Tue Apr 10 2018,Houston Rockets,105,Los Angeles Lakers,99,V,Houston Rockets,Los Angeles Lakers
Tue Apr 10 2018,Golden State Warriors,79,Utah Jazz,119,H,Utah Jazz,Golden State Warriors
Tue Apr 10 2018,Boston Celtics,101,Washington Wizards,113,H,Washington Wizards,Boston Celtics
Wed Apr 11 2018,Brooklyn Nets,97,Boston Celtics,110,H,Boston Celtics,Brooklyn Nets
Wed Apr 11 2018,Detroit Pistons,119,Chicago Bulls,87,V,Detroit Pistons,Chicago Bulls
Wed Apr 11 2018,New York Knicks,110,Cleveland Cavaliers,98,V,New York Knicks,Cleveland Cavaliers
Wed Apr 11 2018,Los Angeles Lakers,115,Los Angeles Clippers,100,V,Los Angeles Lakers,Los Angeles Clippers
Wed Apr 11 2018,Toronto Raptors,109,Miami Heat,116,H,Miami Heat,Toronto Raptors
Wed Apr 11 2018,Denver Nuggets,106,Minnesota Timberwolves,112,H,Minnesota Timberwolves,Denver Nuggets
Wed Apr 11 2018,San Antonio Spurs,98,New Orleans Pelicans,122,H,New Orleans Pelicans,San Antonio Spurs
Wed Apr 11 2018,Memphis Grizzlies,123,Oklahoma City Thunder,137,H,Oklahoma City Thunder,Memphis Grizzlies
Wed Apr 11 2018,Washington Wizards,92,Orlando Magic,101,H,Orlando Magic,Washington Wizards
